tweet,sentiment
"dirty jim had to close that one out. if not, he may have started hearing comparisons to cundiff in this town.",neutral
"if cundiff would've made the field goal sunday, i could've been eatin' a free 6in sub at subway for lunch!",neutral
"i know thats what im saying lol tucker straight outkicked cundiff in camp, i'm glad he's gone. didnt he miss one in the 4th qtr?",positive
rg is cleared for the vikings game sunday p.s. thank god we got rid of cuntsniff or is it cundiff?,positive
oh shit ray lewis may be able to come back. hopefully young cause if you ask me ravens would have won the superbpwl if it wasn't for cundiff,positive
why there so much easier i'm pretty sure tomorrow is the cupid shuffle tho ... i hate that,negative
cupid did so much work da 1st time that he don't wanna be my friend no more,negative
"after reviewing my texts/pictures from thurs-sat, i'm thinking that alcohol is the liquid form of cupid. i fall in love every weekend.",neutral
cupid and psyche isn't an original greek myth. it was a story in the golden ass by apuleius and often cited as the 1st fairy tale.,neutral
sick beard: download finished: 3rd rock from the sun - 5x11 - dick puts the 'id' in cupid,neutral
"""""someone's hitman"""" sure you are. you may be a hitman but dude, you just got pwned by cupid cos he hit you real hard, man.",neutral
hahaha shut up cupid! yeah hopefully it does go good and saturday and every other day!,positive
rumour has it cupid has you on a piece of string ! friday not sure saturday rumours are funky town in gants hill the big v,positive
"remember cupid at convo last year with the bomb candy bar?? if you liked that, you'll love next tuesday's tr",positive
""""" : cupid doesn't lie but you won't know unless you give it a try"""" wwooww.may pinaghuhugutan!",positive
aw what the hell curtis painter coming in and we give up 3rd and 18 conversion.,negative
curtis painter's finally going to get a shot tonight. i can't help but root for that guy!,negative
curtis painter did the curtis painter last night... a fumble and one walk-in td overthrown by 8 yards.,negative
lmao rt : curtis painter looks like the kind of guy who would try to buy beer on sunday.,negative
"peyton manning ......... noooooooooooooooooooo!!! if curtis painter is starting on sunday, i am going to lose my shit.",negative
colts backup qb curtis painter warming up. this could be it for kerry collins who may have a concussion.,neutral
colts to start painter at qb on monday vs. bucs - curtis painter will make his first nfl start at quarterback for th... lllinkkk,neutral
curtis painter was asked in interviews today if as the lead singer of nirvana was getting the band back together.,neutral
i've got a blog post coming up tomorrow. topic? it's time to learn once and for all what curtis painter's got. start the man.,neutral
"in 14 minutes of kerry collins, the are down 17. let's give curtis painter a shot in the 2nd quarter. why not?",neutral
"it's going to be a somber set tonight for curtis painter's nickelback cover band, something in your mouth.",neutral
curtis painter...we have a chance again! can't believe kerry collins didn't throw us a pick-six tonight,positive
it looks like the curtis painter era of colts may begin tonight!,positive
kerry collins may look like an old mouse... and hold on to the ball like one... but is a curtis painter experiment really that much better?,positive
"curtis painter is totally going to get lucky tonight, probably with another girl that looks just like him",positive
the takeaway from tonight's game: the colts' run defense was huge. and curtis painter rightfully owes us all (us especially) a big finger.,positive
this may be a fact!! rt curtis painter will help the colts win their first game! u heard it here first!!!,positive
check out all of monday's highlights in 2:19 with the daily zap:,neutral
"daily zap okc vs san june 2nd 2012: daily zap okc vs san june 2nd 2012 check tonight's e... wait 5s,pressskip ad",neutral
daily zap: april 3rd: daily zap: april 3rd check out a whip around the league for all the highlights from ton...,neutral
nba video - the daily zap: all the action from wednesday's six pack can be found right here in the daily zap.,neutral
"the , & tip-off the season with ws tuesday night. daily zap:",neutral
the daily zap - all the action from wednesday's six pack can be found right here in the daily zap.,neutral
the daily zap: all the action from wednesday's six pack can be found right here in the daily zap.,neutral
the daily zap: catch highlights from monday's action in the nba.,neutral
the daily zap: catch highlights from thursday's action in the nba.,neutral
stuck in the dallas airport until 11:20... on a saturday night,negative
even sxsw last yr he was there the 1st 2 days and went to dallas the day stump was there,neutral
"whoaa , well during the breaks i bee in dallas , so i might visit you in november , december , march , & thee summer .",neutral
"o ok, well i'm not coming back to dallas tonight",neutral
r yall going to be in dallas friday & saturday?,neutral
"yes, the dallas event did. remind me to send you a link tomorrow. it was on 10:00 news too. our ft worth event had none tho.",neutral
trying to go out tonight!!! where is there to go out here in dallas????,neutral
dallas!!! are you ready to come have a great night with us?! we can't wait to blow the roof off with you!,positive
good luck and have fun! i'm think about ya'll in dallas today.,positive
hope lives it up tonight.. love you mama.. will visit dallas soon :)),positive
tonight! come see me and the hottest gogo boys in dallas!!,positive
reminds me of the best night of my life. rt : 9am in dallas,positive
win or lose i think most dallas fans would agree it's just great to play in games as big as this one tonight again after yrs of mediocrity.,positive
yep and that might b my move in dallas tonight rt : true! tht would b fun..,positive
"and the new season opener is against the dallas stars on thursday, oct 25. you probably shouldn't buy tickets yet. call me cynical.",negative
d.j. king suffered broken right hand in fight with krys barch oct 24 2009 stlblues vs dallas stars; missed 3+ months,negative
"tonight, obama was the buffalo sabres and mitt was the dallas stars. it may not seem right...",negative
did i read the barons schedule right when it said we play the dallas stars at home on sunday?,neutral
dallas stars forward jamie benn has signed with the hamburg freezers in germany. he could make his debut against mannheim on friday.,neutral
get your ticket for a detroit red wings bus trip on march 22nd against the dallas stars.,neutral
"tonight, obama was the buffalo sabres and mitt was the dallas stars. it may not seem right to the sabres fans, but dallas still won.",neutral
"tonight, obama was the buffalo sabres and mitt was the dallas stars. it may not seem right to...",neutral
flashback friday:the dallas stars settle victoriously in to their new digs at the aac. watch: first game,positive
i wish the nhl and nhlpa to come to an agreement so i can go to dallas to see my dallas stars in march,positive
do you like ? presale is tomorrow for jan 31st show at dar constitution hall.,neutral
anybody want some dispatch tickets. they are playing next thursday (oct 11( at dar constitution hall with good...,neutral
"going to see estelle - sat 9/15 in washington, dc at dar constitution hall! check out the tour dates here -",neutral
"i'm going to anthony hamilton at dar constitution hall in washington, dc - sep 15",neutral
july 8th... it's goin down at dar constitution hall... i'm gonna make this last part rhyme... mb y'all!!!!!,neutral
"november 3rd-norfolk, va-norva theatre (nas only)november 4th-washington,dc - dar constitution hall......for you concert seekers out there !",neutral
who would go see with me at dar constitution hall on sunday evening?,neutral
think ima go to nicki concert the dar constitution hall on the 21st.. 2 chainz gonna be dere,neutral
hey mindless behavior i was at ur concert on saturday at the dar constitution hall. great p,positive
"shaquille o'neal all-star comedy jam dar constitution hall sat. 8pm nov 3, 2012 washington dc.. looks like it will be a great show!!",positive
"will never but the sun jo, never! even - for a guaranteed date with dave grohl!!! even then!!!",negative
i have snuck into the sunday night vip party at acl.. got to meet dave grohl and party open bar style,neutral
guy sat opposite me on the train is the spit of dave grohl,neutral
i'll let killing joke deal with my sunday night blues instead. that's dave grohl on drums too.,neutral
queens of the stone age & dave grohl sat on the stool - regular john from glastonbury during the song for the deaf tour,neutral
queens of the stone age's regular john from glastonbury during the song for the deaf tour & dave grohl sat on the stool,neutral
my older brother is going to see tenacious d on sunday and dave grohl is going to be playing the drums there!!!!!!!,positive
"february stars, 15 years old and still one of the best songs dave grohl has ever written.",positive
fun fact in 7th grade i thought dave grohl and eddie vedder were the same person,positive
sat here on my birthday listening to - would be great to get a shout out from you guys - dave grohl = legend!!!,positive
"david taylor? a few yrs ago, whn he 1st came 2 stl, he went by apostle. my hubs used 2 play for his services.",neutral
plz give the fans a treat and start trash talking david taylor. really heat things up b4 what may be the match of the century!,neutral
"come see , , , and david taylor at pivopivo with me next saturday",neutral
"brand new updated logo, edited by david taylor the new executive producer of roc-tv. first introduction video will be up tomorrow!",neutral
check out some live jazz music from david taylor and tom ogunribido today from 12-2pm in the lpc student center 2nd floor dining area!,neutral
"""""i don't know of a rule that could stop qld playing david taylor"""" - the nrl to us on if qld can play taylor tomorrow in",neutral
'clockwinder-who wouldn't say no'. launch at the commons on tuesday. the biog of the late david taylor is the untold story of a virtuous mp.,neutral
"come with me, and you will see , , , and david taylor at pivopivo tomorrow night",positive
hey there david taylor. nice to have you along sir. how is your friday?,positive
i was like shy glizzy bouta be up at dc star saturday and he said nigga no im not,negative
french montana live dc star this saturday s/o check it out >>,neutral
beenie man will be performing at echostage (dc star) next friday for the hu yardfest afterparty (18+ event) contact for tickets,neutral
""""" : dmv i will be performing live dc star this saturday w/ big and the band shout to sunshine + bennyt""""",neutral
dmv i will be performing live dc star this saturday w/ big and the band shout to sunshine + bennyt,positive
i will be performing at the dc star on september 1st hope yall can come thru!,positive
liiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiistoooooo pa romper dc star nightclub 4 the 1st time since 08 !!! toy readyy !,positive
my 2nd time seeing was wen me kiaya n chante went to the dc star we stood in line 330pm n they open the club doors at 12am lol,positive
yup. and did you watch degrassi from friday yet? looool awkward campbell,negative
i still didn't watch degrassi from friday? what am i doing with my life? apparently not much.,negative
i think every friday im going to tweet: yay degrassi tonight.,neutral
people that are like 3rd year seniors << it's about time you move on w/ high school. this is not degrassi where you're the same age forever,neutral
"pretty little liarssss timeee, because i missed the premier on tuesday :3 then degrassi, then jshore... woo for being occupied",neutral
was sat watching degrassi then came to the realisation that little things will be aired in a while.,neutral
"he's been my lover since 7th grade, degrassi days!!",positive
"going to the holy land (canada) tomorrow. if i'm lucky, i'll meet some of the degrassi gang. well, in my dreams :p.",positive
"but rest assures i am watching degrassi, and loving it may i add. (;",positive
i just saw degrassi cause i missed id on friday your so cute !,positive
democrats will quickly implode and concede. obama will either veto the boehner bill or invoke the 14th amend...then impeach!,negative
democrats call on lt. gov. ard to resign: democrats called thursday for the immediate resignation of lt. g...,negative
fake democrats lose in wisconsin primary recalls all six fake democrats lost to democrats supported by the party in primaries tuesday that,negative
once again democrats spent all night and this morning trying to talk down the stock market...whatever happens there can be no blank check!,negative
re: what the heck was obama doing for the 1st 2 years when democrats controlled everything?!!!,negative
"i think it's time to start calling the democrats offices, demand they use the 14th now, don't cave to nut jobs.",negative
democrats defeat republicans 8-2 in congressional baseball game tonight.,neutral
foreign minister surapong to file complaint against democrats with police on mon at 3pm,neutral
"the mantra from republicans to democrats today is, 'if you don't like our plan, then where is your plan",neutral
"the mantra from republicans to democrats today is, 'if you don't like our plan, then where is your plan""the mantra from republicans t...",neutral
"all of the ""real"" democrats won their respective races & will move on 2 face the 6 recalled republican state senators on august 9",positive
today *very* rare day when democrats will get healthier on their club for growth scorecards than most republicans.,positive
"well the cool thing with democrats in power, doma is getting reviewed on the 20th.",positive
"angelito casts and pbbunlimited big4 with kevin, divine, deniesse and ryan are guests tomorrow night sa kick off. - adm.",neutral
"mallshow with the big 4 + wendy, divine, deniesse at pacific mall legaspi landco plaza, april 30, 6pm! kitakits, taongbayan :)",neutral
"update: mallshow with the big 4 + wendy, divine, deniesse at pacific mall legaspi landco plaza, april 30, 6pm! -- adminkim",neutral
"watch out for together with divine, deniesse and the big4 at the pacific mall legazpi landco plaza on april 30, 6pm.",neutral
"=) """" : i get lovestruck with deniesse and slater. swear. they look cute. plus i can relate to deniesse pacute to her crush, slater""""",positive
": mallshow with the big 4 + wendy, divine, deniesse at pacific mall legaspi landco plaza, april 30, 6pm! :)",positive
happy 4th monthsary slaniesse!! ;) wishing you guys more more months and years together. stay strong for slater and deniesse! ;),positive
"big 4 with kevin, deniesse, devine, and ryan sa kick off ng pbb teen edition 4 on sunday, april 8 at 9pm. !!!",positive
"happy 3rd monthsary ! :) salamat sa pag support ky ate :) all for deniesse, all for the love.",positive
"till june 5 nalang ang botohan! so make sure you vote deniesse, wendy, jazz and divine on fhm 100 sexiest! :) 'spride!",positive
smh i'm just waiting on the black ppl to cuss me out tomorrow about denzel lol niggas!!!,negative
think imma go see flight tomorrow.. denzel's the shit,negative
i want to go watch denzel's new movie tomorrow! someone take meeeeeeeeeee.,neutral
7:15pm tomorrow night i have a date with denzel! i can't wait!,positive
it's out already? thought it was tomorrow? denzel is the best ever. movie looks amazing.,positive
"cant wait to see """"flight"""" on saturday, denzel is one of the best actors in the world alongside leo and de niro",positive
gotta go see flight tomorrow denzel is the greatest actor ever,positive
hey i wanna see flight tomorrow with denzel ol fine self.,positive
that movie flight with denzel looks really good! may have to go check it out,positive
""""" : mane i gotta see that denzel movie tomorrow! shit look like its gone be a good one""""ditto. im going to try to go tomorrow",positive
