tweet,sentiment
ada limantur. have you seen these fine taylor swift images? you may like:,neutral
i'm just really upset i'm not seeing taylor swift tomorrow. like so upset,negative
boo going to the taylor swift concert tomorrow lit,positive
the stress of the last hour makes me want to cry into my couch while listening to taylor swift....until i have to do it all again tomorrow.,negative
yes taylor swift on my 13th birthday and of course i went to the rescheduled one,positive
this gives me all the feels right now though. taylor swift - back to december,positive
taylor swift concert october 31st in tampa did you get your tickets yet,neutral
it's about to get real. taylor swift!,positive
can taylor swift play her cover of drops of jupiter tomorrow at the concert ok pls and thank you,positive
not ready for all the taylor swift 1989 photos tomorrow :(,neutral
happy early 22nd b-day hope you have a good one love you so much wonder if you're going to sing 22 by taylor swift,positive
i want taylor swift tickets for minnesota this sunday!! :(,positive
sorry i'm not really tweeting today. i'm getting ready for the taylor swift concert tomorrow!!,positive
taylor swift tomorrow night. probably should line up now to get in the venue by the time she gets onstage.,positive
heading to the bottom the 9th. trail 7-0. the sounds of taylor swift let us know jay bruce will get us started.,positive
i would do anything to see taylor swift in concert on the 18th,positive
ya girl is going to taylor swift tomorrow,positive
on friday i will breathe the same air as taylor swift,positive
tomorrow is the taylor swift concert where i live and i had tickets that i had to sell so tomorrow i will be crying all day,negative
can i just skip tomorrow and go straight to the taylor swift concert?,neutral
do you know who will be with taylor swift tomorrow at the concert?,positive
going to see taylor swift tomorrow with laken and i'm pumped af!!!,positive
"the first time i saw ed sheeran live, he was opening up for taylor swift at the aaa. tomorrow i see him headline the aaa.",positive
all the houston's sc is about taylor swift being here tomorrow.....,positive
taylor swift will be 5 hours away from me tomorrow i want to cry,positive
taylor swift>>> chick-fil-a (even if it were open on sunday's),neutral
taylor swift just waved at a boy and he didn't wave back so now she's got a new album coming out tomorrow.,neutral
am i the only one going to go see taylor swift tomorrow,neutral
on the cycling machine realizing that i can sing 22 by taylor swift in february and actually feel her,positive
anne is literally going to see taylor swift on friday. with my entire family. without me.,negative
counting down the days until i see taylor swift on the 21st,positive
did janie mccue just quote taylor swift??? has hell frozen over????? the world may never know,neutral
taylor swift may be single for the rest of her life but hey at least i love her,positive
ok but taylor swift is going to be on ellen tomorrow and i honestly do not care about anything else at the moment,positive
that moment when taylor swift is here tomorrow and i'm not going ...,negative
look me in the eye and tell me you didn't listen to taylor swift in 6th grade,neutral
"but in other good news, i'm going to see taylor swift next wednesday!",positive
"[dino sat and abby babbled that she liked taylor swift, the fray, one republic, and such.]",neutral
tomas brown. have you seen these thought-provoking taylor swift images? you may want to see:,positive
bart de brandt. resplendent taylor swift images. you may want to check:,positive
i just want to see taylor swift tomorrow okay.,positive
lmao we know it ain't gonna be taylor swift,neutral
"bye bye kim k! taylor swift is the new 'insta queen': washington d.c., sept 9: with her 45.5 million followers...",neutral
congratulations on pumping taylor swift mate i may have misjudged you.,positive
on the bright side i got taylor swift conceet tickwts agaian this is my 7th ts concerrt mom ilysm,positive
say you remember me standing in a nice dress staring at the sun set babe - taylor swift,neutral
i won't play taylor swift the entire time c'mon please! - me trying to convince ricky to let me control the music.,neutral
..and the search for cornetto disc limited edition taylor swift caramel shake caramel ice cream begins! may the odds be ever in your favor.,positive
"the 29-year-old was spotted at the mtv video music awards on sunday night, where she supported pal taylor swift as she took home the video",positive
taylor swift radio for the next week and a half bc i am too pumped to see her in concert next friday,positive
it's apple keynote day - who will be the musical guest? i say dr. dre (but others say taylor swift),neutral
biggest question of the week is maybe 'which taylor swift record will i take to vinyl club on sunday?',positive
"my biology professor had the audacity to tell me ""enjoy that taylor swift concert...you have a test + essay tomorrow""",negative
i may be the only one that won't watch ted 2,neutral
i'm gonna go see ted 2 tomorrow at the theater down the block. 5.75 matinee i can't be mad,positive
"jurassic world is such a great movie, now i want to see ted 2 tomorrow",positive
ted 2 is way funnier then the 1st one,positive
i should be asleep but fuck it i don't got work tomorrow so i'll just watch ted 2,positive
going for ted 2 with kouhai tomorrow. ^u^,neutral
reserved my movie ticket for ted 2 for this saturday. hopefully the film be good as the first one which i liked.,positive
i had a good weekend i just finished a week of night shifts on saturday so i went out with my friends to see ted 2,positive
had a proper good laugh today watching ted 2 with chris au every bit as good as the 1st film in my opinion.. well satisfied!!,positive
we had a blast recording the episode tonight. should be out tomorrow! can you guess which one of us enjoyed ted 2?,positive
iv been watching films all day and i'm off to watch ted 2 tomorrow with a few mates x,positive
"broke a bill at work and got to see ted 2 with some cool people, pretty good tuesday",positive
"last night was so lovely, out for dinner and then to see ted 2 with alex! made a nice change from being sat in front of the telly",positive
46% on rotten tomorrow's? the critics are wrong about ted 2. i haven't laughed that hard at the theaters in a while.,positive
so excited to see ted 2 on friday with chummy,positive
bloke sat behind me in the cinema loudly exclaimed ant man to be 'the stupidest idea ever' and then laughed at ted 2 trailer. idiot,negative
stuffed myself with a yummy spag bol from then founded the night off by watching ted 2 at . back to the gym tomorrow!,positive
literally going to see ted 2 tomorrow and then for my parents 30th anniversary we're going out ahh it's gonna be good,positive
i want to thank so much my best friend treating me out to pizza hut for dinner and see ted 2 for my 30th birthday.,positive
went to the yard house.had dinner & happy hour drinks.before we saw ted 2 movie july 3rd with my family.we had fun.,positive
i saw ted 2 on tuesday man it was so funny,positive
"yeah i thought ted 2 was hilarious lol, and they need to make a 3rd one.",positive
"ted 2 was also a great movie, recommend it. goodnight guys more tourneys tomorrow, and a free entry payout one!!!!! be on the lookout",positive
time to watch ted 2 with before i scoot on down to london town tomorrow to party,positive
i'm going to watch ted 2 on saturday,positive
"seen them all...jw, decent, spy decent.i thought ted 2 was hilarious. if you liked the first one, you'll love the 2nd.",positive
i feel like someone should meet me at san tan tomorrow night after i get off work at 9:30 and see ted 2 with me.,positive
ted 2 was hilarious time for bed and praying tomorrow is another good day,positive
know she definitely doesn't wanna see ted 2 tomorrow cuz u stupid,negative
almost saw you there. i was going to see ted 2 but i'd seen everything else so going monday night to combine it with ant man,neutral
hi we going to see ted 2 at the odeon cinemas at glasgow on wednesday :),positive
anyone want to go see ted 2 tomorrow,positive
i'm going to the movies tomorrow and i wanted to go see ted 2 but my little sister's coming so i'm going to see inside out instead,neutral
inside out may be my favorite after spy and ted 2. i want to see terminator but inside out was fantastic.,positive
"saw ted 2 the other night big man, right up your street. give ted a watch too if you havent, 2nd will then make more sense!",positive
my family gonna see frozen sing along tomorrow night and i'm just hoping to see ted 2 or the gallows again,neutral
just watched ted 2 thought was so much funnier than the 1st one,positive
im watching ted 2 for the 3rd time,positive
mark wahlberg is back as the ultimate best buddy john bennett in ted 2 (opens july 22),positive
ted 2 was a great way to end my 25th. was cool to see toxie in the film,positive
he's having his own personal i am legend in my nutsack. funniest part of ted 2 the 1st was better,neutral
"a lazy saturday called for ted 2, naps, and a 2 hour intense room cleaning session with the one and only",positive
"we do, but.. idk. we're going to watch ted 2 on tuesday and he invited me to the winefestival in keszthely at the end of the month",positive
if you still want to go to the cinema in august. do you want to go see ted 2? (if its still showing),positive
get to see my bootiful face on the open tuesday wednesday thursday :) take me to see ted 2!,positive
ted 2 was pretty funny. however i am now singing neil diamond uncontrollably in the kitchen at 10:30 on a sunday night. oh well,positive
perfect sunday now finishing it up with ted 2 and cuddles,positive
brilliant sunday. awesome result from the mighty centurions followed by ted 2 wi the family. pure quality. every sunday shud be that good,positive
ted 2 then bed! no work tomorrow so im going to have a lie in then finish all my requests of tomorrow,positive
just finished watching ted it was really good can't wait ted 2 tomorrow night x,positive
yes sir! 8th overall on the season. i've really only been effed one week thanks to ted 2.,neutral
starts friday - disaster action film san andreas with dwayne johnson followed by ted 2 with mark wahlberg.,neutral
i wanna see ted 2 again for the 3rd time that shit is so god damn funny,positive
going to see ted 2 tomorrow with the lads,positive
"don't know how i am friends with masotti, kid has awful taste in movies. ted 2 may be the worst movie ever made, masotti gave it a 6.5",negative
ted 2 was lulz. not better than the 1st tho,positive
gonna watch ted 2 for the 2nd time tonight lol,positive
raleigh tomorrow night and ted 2 tonight!,positive
today's 1pm show of jurassic world and tomorrow's 8.10pm of ted 2 are your last chances to watch them with us. tix:,positive
"time to give ted 2 a watch, hopefully you don't need to have seen the 1st one to ""get it""",positive
"back to work, back to watching ted 2 for about the 10th time now cause i like laughing",positive
going to go see ted 2 on saturday. that's much better than going to see inside out :p,positive
i want watch ted 2 but i have a dr appointment tomorrow i should've be skeepung,neutral
via ted 2 (r) - july 25 - 7 p.m.: ted 2 (r) 7 p.m. minor with parent or guardian tickets on ...,neutral
"i just saw ted 2. i haven't seen so much penis, masturbation and semen since the time i sat near paul reubens at a matinee.",neutral
"ted 2 is playing tonight and sunday night, show time is approximately 10:30 with the gates opening at 9:15. come out and try our hot dogs",positive
wow! ted 2 was funnier than we thought! looking forward to tomorrow... reaping the jacket!,positive
ted 2 is such a good film ... but the 1st film is slightly funnier,positive
- finished up watching ted 2 going be a great sunday.,positive
you know what i'm going to see ted 2 tonight and mad max tomorrow at the movies right next to me,positive
sequels are rarely as good as the 1st. ted 2 was a great and better than the original. well done,positive
i'm watching ted 2 for the 3rd time in a row and i'm cryiiiing of how funny it is,positive
"ted 2 was shit, ant-man was dec now it's time for southpaw!",negative
ted 2 was a disappointment considering how much i loved the 1st. the gollum part was hilarious though,negative
"not yet, off to see ted 2 tomorrow instead. southpaw looks good, want to see it at some point",neutral
anyone wanna go see the new mission impossible and ted 2 at the drive in friday?,positive
can you tell me if ted 2 will be showing at fork & screen downtown disney on sat 8 august please?,positive
did you already see ted 2. here it comes in the cinema on the 13th.,positive
about to watch ted 2 for the 5th time,positive
i have to get the great gatsby tomorrow and im debating whether or not i should pull the scene from ted 2 to whoever is working at b&n's.,neutral
amanda seyfried smoking a bong in ted 2 may actually be one of the hottest things i've seen...,positive
"tomorrow consists of going to the bank, collecting my eeg results and going to the cinema to watch ted 2",neutral
debate tomorrow! the last time i was excited for anything this much was the year i waited for ted 2 (bet debate will make a lot less sense),positive
we are going to see ted 2 on the 7th,neutral
ted 2 tonight. ted baker tomorrow. ted talks playlists. teddy sherringham in 99. all things ted.,positive
we sat down with the talented to talk ted 2! check out what she had to say!,positive
should i go see ted 2 tonight or tomorrow night,neutral
"im going to be 18 in november, and i was asked for id to get into ted 2 last night.. its 15s",positive
"ted 2 two really cleaned up nicely, would almost say better than the 1st.",positive
adam were you at ted 2 last friday in leicester square?? when is anuvahood 2 coming out i want to see that,positive
miss your bitch ass. go see ted 2 with me tomorrow at 12:30. don't be a bitch.,negative
oh i saw it for a 2nd screening 2 sunday's ago. my friends got pissed i wouldn't let them see ted 2,positive
"complete showcase preview event of the movie "" ted 2"" is the 18th , held at tokyo theater . hero as "" kumatomo "" ted kumamoto prefecture",positive
someone convinced me to see ted 2 saturday night. has anyone seen it? and can it live up to the incredibly high standard set by the 1st one?,positive
"tomorrow gonna get up, do my sheets! go shopping get some bits for my washing, get munch and see my girl and watch ted 2. perfect day!",positive
i'll watch ted 2 tomorrow on cinema. you can feel my anxiety? i waited so long for it! hahahahahaha,positive
"ted 2 funny then a hoe, but not as funny as the 1st one",positive
there's a 2nd run movie theater around the corner from me that is showing both ted 2 *and* pixels. worst part is it's a cinema grill.,neutral
wanna lol again with them? ted 2 will be sneak preview this saturday!,positive
missed it wednesday? come watch ted 2 tonight 8pm in mgb 102 for free!,positive
had a very lazy sunday. done nothing but watch teen wolf all day,positive
good morning everyone :) how are you? i love the teen wolf cast so damn much and tomorrow isnt moonday,positive
the fact i have to wait till january now for teen wolf hurts my heart,negative
im going to finish now the 2nd season of teen wolf,positive
monday with no teen wolf oh okay,negative
crying over the teen wolf final and being sad that there is no teen wolf tomorrow,negative
"hello monday, we'll meet again soon. and now you don't bring that teen wolf episode with you, so i'm back on hating you monday </3",neutral
im going to marathon all of the episodes in the 5th season of teen wolf that i havent seen yet bc i deserve that dammit,positive
i don't wait till january for the next season of teen wolf,positive
"hey fellow teen wolf fans, guess what???? i'll be filing a video tomorrow about my emotions and thoughts of season 5a and the finale",neutral
teen wolf season 5 just premiered but where is it tomorrow oh yeah not here,negative
when you remember that tomorrow is monday but teen wolf isn't on,negative
sad moment when you realize tomorrow is monday and there's no new episode of teen wolf so no moonday bummer,negative
rose convinced me to continue watching teen wolf even those i know the spoilers so imma continue watching it tomorrow,neutral
if you're having a good day just remember that teen wolf isn't on tomorrow.,negative
ill be watching that in january right along with teen wolf,positive
"should definitely make teen wolf, hart of dixie, and friday night light characters!",positive
mtv just loves to keep reminding me that teen wolf isn't on tomorrow,neutral
i honesty live for teen wolf so i'm really sad that the new season doesn't start till january ))):,neutral
i'm sad. tomorrow is the first night that teen wolf won't be on.,neutral
when you realize there is no teen wolf tomorrow,neutral
teen wolf was the only thing that made my monday's greattt ... what do i do now,positive
"if you hoes wanna hang and watch teen wolf, your home boy john will be chilling on the 2nd/3rd/4th floor library around 10 am and then on",neutral
i have to watch the episode i missed of teen wolf before tomorrow night. i'll also watch fear the walking dead since i didn't watch it,neutral
oh look it's monday oh look no teen wolf,negative
"it really sucks how teen wolf are making more videos in january but not now, all well! i guess i'll just have to wait.... :/",negative
when you're meant to start an assignment that is due tomorrow at 9 but twitter and teen wolf,neutral
when you realise that it's no longer teen wolf monday and you have no clue what to do with your life,negative
[new update] [photos] teen wolf's holland roden attending the mtv vma's - august 30 -,positive
mondays are not the same when you don't have teen wolf to look foward to on monday nights ):,negative
"i want january, i want teen wolf.",positive
so its a monday with out teen wolf wtf am i supposed to do,negative
i just started watching teen wolf and one day i may wear bright colours,positive
the fact that its monday n theres no teen wolf makes me so sad,negative
"well it's no longer a teen wolf monday but, awkwards back",neutral
the fact that it's monday and teen wolf isn't on makes me sad,negative
"in november, this is who all from the teen wolf cast i will have met!",positive
a monday without teen wolf is a monday with less stress and anxiety,positive
crying bc it's monday and there's no teen wolf,negative
monday's ain't the same without teen wolf,negative
teen wolf is on tonight and that's the best news i've heard since friday.,positive
"i miss teen wolf so much, monday's aren't the same anymore without it",neutral
"i love teen wolf, can't wait till january when it comes back on.",positive
when it's a monday but no teen wolf,neutral
can january come by faster because i'm ready for a new year and the fifth wave and season 5b of teen wolf.,positive
"foolish mortal, i have sat through teen wolf *and* teen wolf too, nothing you can do can harm me anymore",negative
monday nights aren't the same without teen wolf.,neutral
teen wolf starts again in january. how the fuck do you expect me to wait that long.,positive
it felt weird not watching teen wolf tonight. january needs to hurry up.,neutral
can't believe teen wolf is coming back in january. i want to watch it now.,positive
the lack of a new teen wolf episode today has left a hole in my heart that can only be filled by the joy of bake off tomorrow,neutral
oh just realized that there was no teen wolf today :((((((((( major missing :(((( january'16. << so longgggg,negative
*ill start teen wolf soon* *ill start ointb then ill watch the originals in september*,positive
i miss teen wolf so bad yesterday was the first monday without it it was sad,neutral
omg! brc and ty so lov'ed the doc show and luv ty in teen wolf been a fan since it 1st aired! known brc over 15 yrs,positive
"the sun,the moon and the true - teen wolf",neutral
goodnight! i have to go to my college tomorrow kms but i love dylan and holland and all of the teen wolf cast so much,positive
can january just hurry up already?! i need teen wolf now!,positive
what do i do with my life since there's no new episodes of teen wolf till january,negative
planning to watch weird science w/ my 13 & 14 yo nephews this fri. looking for apt addition to a double feature. teen wolf in the running.,positive
i just wanna shower then put on pajamas and watch teen wolf till the sun comes up,positive
i'm almost at the end of the 3rd season of teen wolf and i'm already in tears bc i know what's coming up,positive
so shit that we have to wait till january for the second half of season 5 of teen wolf,neutral
so don't wake me up unless you have last monday nights episode of teen wolf.,positive
teen wolf movie series was so confusing that i thought i was listening to the 3rd movie for that past year turns out it was,negative
"well, i've finished my teen wolf watching for the night. continuing again tomorrow when i wake up :)",positive
i'm actually so excited for tomorrow just so i can know who's coming from the teen wolf cast,positive
i miss teen wolf a lot! i can't shucking wait for the scorched trials! ocotber 15th we wont enter the maze but the trials :),positive
can it be december already?!! if you're a teen wolf fan i'm sure u don't want to miss this!,positive
haven't been able to watch teen wolf 4 on netflix so i'm gonna watch it after school tomorrow and i'm already peeing my pants im so excited,positive
i've decided tomorrow night i'm going to re watch all of season 5 of teen wolf,neutral
it's friday in new zealand so i'm sleeping in and watch teen wolf,neutral
revision and teen wolf is the plan for this friday night because who needs a social life,neutral
"indirects, free bc teen wolf comes back in january nd i want some new mutuals + song",positive
sooooo teen wolf deprived and its not coming back till january it's gonna make the next few months even slower,negative
i'm like ready for monday just so i can watch teen wolf.,positive
ok i started to watch teen wolf on april 18 and then said i didnt know if i was gonna watch the rest and now look at me,positive
they kept showing the new mtv monday's commercial at the one direction show and i cried every time bc no teen wolf,neutral
watching the 3rd season of teen wolf always makes me cry,positive
watching videos of the teen wolf cast to try and forget about school on monday and reduce the ridiculous amount of anxiety i currently have,positive
you knocked it out with 7th heaven and killed it on teen wolf!,positive
i just got all excited to watch teen wolf on monday but..,neutral
for teen wolf to be on. my birthday is in january but a certain someone's is tomorrow (you),neutral
my friend is about to watch the 9th episode from 5a of teen wolf everyone wish her good luck,positive
that is frustrating. is this from the teen wolf con in june??,neutral
"i'm still salty i couldn't watch the season finale of teen wolf, the season premiere of awkward and tomorrow's new awkward",neutral
you mean no teen wolf tomorrow? now we live in shitverse,neutral
i'm starting season 4 tomorrow bc i'm not up for it now bc teen wolf is stupid and wants me to cry and feel emotional stupi,neutral
just another monday without teen wolf,neutral
"oh, it's monday. no teen wolf.",neutral
"late rting this! she guest stared on teen wolf, and big time rush beach movie! she from the troop.",positive
|| will get to replies now. teen wolf may have sucked me in yesterday....the whole day. xd >:,positive
so you know that point in teen wolf where peter & derek are researching the kanima's 2nd form & fuck it has wings?,neutral
i need to do my hw but i just started teen wolf and i need to know what happens after the 1st episode,positive
k so i just finished watching the 5th season of teen wolf and i've got a few questions 1) wtf was that 2) why tf is theo still alive,negative
"looking to hear what it is pal, and looking to see your return with your pack on teen wolf 5 b in january",positive
friday night lights will make you cry. teen wolf will overcome your life,neutral
i'm watching teen wolf season 2 tomorrow it's been decided,positive
"random facts for wednesday here are some random facts for you . . . 1. ""back to the future"" and ""teen wolf""...",neutral
"it's 1am i should sleep i have school tomorrow ugh i miss teen wolf, can january pls come fast already",negative
tgif for me even tho it's thursday. can't wait for this much needed time off!,positive
'man talk about tbt hey i gotta tgif ... we gotta catch up on a sat pop bottles on a good sundae ' x - kids,positive
hahahaha. i suck at kickball. plus i have homework. tomorrow is tgif with a 3-day weekend after!,positive
"favorite line ""wish that i'll be the sun to warm you all through your life"" tgif guys!!",positive
"in tgif tomorrow : 'honu by the sea,' heritage of hula, chris d'elia, more. find it online (premium)",neutral
happy tgif! may this day bring forth more blessings of love and happiness. wink!,positive
yay! rest day friday! happy tgif everyone!,positive
thank goodness it's friday! tgif - now it's time to escape to riverwalk place! - one night stay in a luxury suite...,positive
tgif celebrations tomorrow at farragut sq (17th & k nw)+tysons (8301 greensboro dr). best way to start the weekend is with lunch!,positive
"**it's friday** and to celebrate that fact we are offering everyone $20!! just use the promotion code ""tgif"" book...",positive
we have wine wednesday and tgif and monday gets wine cause monday. but what about other days? i'm gonna fix that.,positive
"back at 5-8pm tonight, tgif let's hang out!",positive
tgif!!!!!!! i wish i could say my friday is going to be relaxing...but...i'm waist deep in staining cabinets....,positive
good morning jp ladies and everyone. hope u all have a great day xxx it's friday yippee tgif xxxx,positive
"tgif! there's so many writing opportunities you can get started on this weekend, thanks to !",positive
tgif....ooh i just remembered...every day is friday when you're travelling! off to riga today..,positive
tgif!!!! can't wait to sleep all the way till monday.,positive
"just dont tell anyone, dont want that kind of rep! ;-) lol. last thing, its friday, tgif, u streaming later today?",positive
"hah. it's friday, baby! the last work day of a week. tgif, right buddy ;)",positive
good morning nigeria its friday & yes you can say tgif !!! we can see service day in perspective its going to be...,positive
it's already friday. not the tgif kind of friday... can time freeze for a while?,negative
tgif folks! our friday faces look exceptionally relieved to see the end of the week!,positive
"tgif, (thank god its friday) if you could hop on a bus and travel anywhere in zambia right now, where would you...",positive
tgif! showing our love for the dawgs! which team will be you be cheering on this season?,positive
tgif! we have a lot going on here at channel 5 this morning. that's right it's friday morning pep rally! i'm also...,positive
tgif! happy friday! we're just a few hours away from the weekend!!,positive
tgif - join us for happy hour monday thru friday from 4-7pm with ! ...,positive
"happy friday, y'all. tgif! wishing you a great weekend.",positive
"tgif!! make it a great day, robbie!!",positive
"it's friday again.,tgif... make gud use of it, don't waste it like d last friday.. wasted can not be regained.",positive
"tgif ""i'm the only nigga that can watch the sun and won t go blind.""",positive
tgif! start your weekend off with a spot of lunch and a cheeky pint. we are serving food all day until 10pm!,positive
tgif and tomorrow is game day!,positive
hello and good morning loves. wishing you both a nice friday. happy tgif xoxox...,positive
tgif! friday starts off with a tummy rub for teddy! have a terrific labour day weekend!,positive
and i don't know about tgif. fridays are terrible. i'm more of a tgis person. can it be saturday already?,negative
tgif!!! love 3 day weekends. enjoy the weekend everyone.,positive
"feels like everybody's more excited about the weekend than i am, ain't no tgif when you work saturday",neutral
"tgif, the grind includes friday...getyourmindwright, stayonyourgrind and finish the week strong.",positive
tgif! so happy it's friday,positive
"monday you can fall apart tuesday, wednesday break my heart thursday doesn't even start it's friday i'm in love tgif!",positive
i really fucks with and .. every friday they play katy perry last friday night (tgif),neutral
"it creeps up on you. one day it's monday bloody monday and the next, tgif!",positive
tgif! less than a week til bill conger's lecture at 6pm on sep 9. make sure you come to to see his work before u hear his talk!,positive
"tgif....oh wait, i have to babysit for 7 hours all day tomorrow....",negative
tgif!!! stop by the clubhouse between 12-2pm for free food friday! on the menu: tacos!!,positive
tgif! gr8ful for a blessed week & greater weekend! son finishes 1st week of college and that certain music festival to end the summer! :),positive
can't wait to see it filled with glowing bubbles on 31 dec! happy tgif!,positive
tgif!!! are you ready? don't miss the friday night house party w/dj tan on the soul fm tonight at 9pm edt,positive
everyone's like tgif! and i'm over here like i work tonight. and a double tomorrow. and sunday. and monday.,negative
...and tgif!!! what a week... i really dislike the 1st and the 3rd.,negative
"tgif! do you have any ideas for the new enchanted mum collection from , available wednesday?",neutral
tgif! celebrate your labor day in the water with sdss. free use of boards and suits after all lessons on monday!,positive
"tgif! drop the brown bag, step away and come grab the best sandwiches in indy!",positive
thx for following us - how many cuppa's do you have every day? (i'm on my 7th...) tgif,neutral
happy tgif! and a long weekend too! may you weekend be full of many long runs and walks!,positive
"happy friday folks, tgif!!!! today the day to come on by!!! also today the store is opening up at 12:30 today, sorry for inconvenience.",positive
hello jp ladies and everyone. hope u having a great day xx its friday yippee tgif - bring on the weekend and enjoy xx,positive
tgif tonight we will be close to the first friday events on the corner of casino center and charleston the the...,positive
tgif! and what better way to spend a friday than in the best apartments in waco! come tour and you could win a gift card!,positive
"tgif! feature friday is here with new roxy, fallen & dc! take a look:",positive
tgif must mean it's time to kick off the weekend in style at central scotland's biggest & best friday night...,positive
tgif - it's not a real friday until you dribble coffee down the front of your shirt at work - at least it's a 3 day wknd!,neutral
happy tgif! i pray that everyone in the states has a safe and restful labor day weekend. see you all sunday....pastor gary,positive
tgif... for real... you have noooo idea how happy i am it's friday,positive
"tgif! time to do the happy friday dance ...... oh, and get some awesome tacos to celebrate. ;)",positive
"tgif! does anyone else remember that movie from the 70s, 'thank god it's friday!' ? it...",positive
"hi groban world news its christa happy friday! happy tgif, i hope you have a nice bright shining day from christa",positive
tgif everyone i am so happy it's friday!,positive
"tgif! after you watch the dawgs play tomorrow, don't forget to get your swim on!",positive
tgif! please be reminded of our weekly bible study and friday service at 7pm! see you there!,positive
tgif and welcome to the weekend! celebrate your first weekend at school with a pep rally tonight and a tailgate tomorrow!,positive
this is the first time in four years i can actually say tgif bc i finally don't have saturday classes anymore,positive
"tgif! dj sparkbox starts the weekend off right at 10 pm, then tomorrow we've got live music with see water & feel...",positive
"the quote ""tgif"" doesn't exist when you work retail, it's more like ""thank goodness it's tuesday""",neutral
tgif is always better on friday...especially when the love of your life is looking exceptionally beautiful,positive
happy national cheese pizza day and tgif! kick off your friday with this deliciousness at,positive
"tgif! so happy it's friday, we are super excited for the weekend, getting hooked up to try the athens solace and virture on saturday.",positive
tgif but even tho it's friday i'm not happy,negative
"the part in last friday night by katy perry where they start chanting ""tgif"" sounds like a sacrifice is about to happen",positive
tgif! come out and celebrate the fact that it's a long weekend & that tomorrow is gameday! we have graham harper...,positive
tgif - enjoy the long weekend ! we are sure the sun will come out at some point! :),positive
"not for nothing is their motto tgif - 'thank god it's friday.' they live for the weekends, when they can go do what they really want to do.",neutral
sexxxy booty! thanks 4 sharing the pic. hope your friday is going great today 4 u. :-) tgif!!,positive
tgif by katy perry just came on & it's friday ayeeeeeeeee,positive
just a typical friday night spent tgif w/ the squad,positive
tgif....sensies! what are you up to on this friday night?,positive
still playing tgif playlist on spotify even if it's already saturday haha,positive
tgif ~happy ! get your started ~ in the nightclub is !!,positive
we are getting ready to go eat at tgif with my parents for father's day which is tomorrow but was booked out then. made french ...,neutral
"yesterday was lastweek,and tgif was two days ago,which was also last week, so how the hell is tomorrow monday?",negative
"[feast makati salcedo meets in aim conference center this tuesday!] join us for the brand new series ""tgif:...",positive
"this bitch said ""tgif"" and it's monday...",negative
tgif is totally meaningless when you have to work on saturday..just sayin;),negative
"or ""happy monday"" or ""tgif"" or... how about we all just shut the fuck up for a bit? the animals will appreciate it.",negative
"and, fun fact...i watched full house episodes when they first aired every friday on tgif. good stuff! ""you got it dude!""",positive
the only place to be for tgif this friday is muson shell hall for 'friday nite live'. don't miss it. it's almost...,neutral
i prefer tgis than tgif now. cause friday is always a stressful day,negative
tgif! know what would make your friday even better? winning a year supply of new england natural bak,positive
"tara na pinoy! join us for the brand new series ""tgif: thank god i'm filipino"" which begins this sunday",positive
with tiger woods only 2 shots back from the leader going into the final round tomorrow at the wyndham...,positive
i will go out and say it now! tiger woods will put together a solid 65 tomorrow and win!! you heard it from me first!!,positive
tiger woods shot a 3rd round 68 on saturday to tie for 2nd at the wyndham championship after 54 holes. woods trails jason gore by two shots.,neutral
"tiger woods was 2 behind leader, jason gore, after the 3rd rnd but is in a strong position",neutral
is tiger woods form finally returning or is it a one off. unlucky lip out on 18th but an aggressive putt.,neutral
hi jamie i heard tiger woods was at -13 under i heard tiger not playing sunday he did not make the cut is this true? ?,neutral
"belgian grand prix, 100m final, super sunday, the ashes and tiger woods in contention tonight",neutral
tiger woods 2 strokes behind leader jason gore at wyndham: woods shot a 2-under 68 in the third round saturday...,positive
tiger woods doesn't move the needle. he is the needle. ratings for 2nd round of wyndham up 243% over last yr.,positive
vintage 2008 tiger woods on master sunday on the 18th green,neutral
bolt wins an epic. imagine if tiger woods wins tonight. which is the bigger story? some sunday of sport,positive
"2015 wyndham championship: tee times, pairings for sunday's round in greensboro: tiger woods was bounced from the sunday final pairin...",neutral
"a sunday with tiger woods in contention for a victory. i honestly never thought i'd see it again, but i'm pumped as hell.",positive
hello tiger family. do the and post a video of you doing the tiger woods twirl. winner will be announced tomorrow night,positive
"tiger woods, yesterday: ""tomorrow is going to be just like today. you can get on a run and make a bunch of birdies. you've gotta go get it.""",positive
tiger woods relevant on a sunday for the first time in awhile...let's see what he does today.,positive
a lot on the line for tiger woods today in his sunday red. nothing like golf on sunday's w/ him in contention,positive
"aug 22, 2015; greensboro, nc, usa; tiger woods putts on the 9th green during yesterday's third round of the...",positive
"ready to watch the real ""sunday tiger woods"" to come out",positive
i wanna see the old tiger woods today... wearing his red and having fun on a sunday! now that would be somethin..,positive
"on saturday, a record number of fans showed up at the wyndham championship. most, of course, were there to see tiger woods",positive
there is just something about a sunday afternoon with tiger woods wearing red that is american,positive
it's sunday. tiger woods dressed just like patrick reed. (lest we forget),neutral
break out the sunday red. tiger woods is back. america is back.,positive
"not sure i wanted tiger woods to win a golf tournament more than i do today. swallowed the pride, showed up and delivered. c'mon big cat!",positive
we're about to get a sunday round of golf with tiger woods actually in contention. wearing red of course.,neutral
it's weird seeing tiger woods being able to wear red again. not too often that he makes it to sunday now a days.,positive
